sampleID	Occipital_Delta	Temporal_Delta	Frontal_Delta_	Parietal_Delta_	Frontal_Low_Alpha	Frontal_High_Alpha	Frontal_Theta	Frontal_Beta	Parietal_Theta	Parietal_Low_Alpha	Parietal_High_Alpha	Parietal_Beta	Temporal_Theta	Temporal_Low_Alpha	Temporal_High_Alpha	Temporal_Beta	Occipital_Theta	Occipital_Low_Alpha	Occipital_High_Alpha	Occipital_Beta	All_Chans_Beta	Frontal_Central_Low_Gamma	All_Chans_Delta	All_Chans_High_Alpha	All_Chans_High_Gamma	All_Chans_Low_Alpha	All_Chans_Low_Gamma	All_Chans_Theta	Frontal_Central_Beta	Frontal_Central_Delta	Frontal_Central_High_Alpha	Frontal_Central_High_Gamma	Frontal_Central_Low_Alpha	Occipital_High_Gamma	Frontal_Central_Theta	Frontal_High_Gamma	Frontal_Low_Gamma	Left_Lat_Frontal_Beta	Left_Lat_Frontal_Delta	Left_Lat_Frontal_High_Alpha	Left_Lat_Frontal_High_Gamma	Left_Lat_Frontal_Low_Alpha	Left_Lat_Frontal_Low_Gamma	Left_Lat_Frontal_Theta	Left_Parietal_Beta	Left_Parietal_Delta	Left_Parietal_High_Alpha	Left_Parietal_High_Gamma	Left_Parietal_Low_Alpha	Left_Parietal_Low_Gamma	Left_Parietal_Theta	Left_Temporal_Beta	Left_Temporal_Delta	Left_Temporal_High_Alpha	Right_Parietal_High_Gamma	Right_Parietal_Low_Alpha	Right_Parietal_Low_Gamma	Right_Parietal_Theta	Right_Temporal_Beta	Right_Temporal_Delta	Right_Temporal_High_Alpha	Right_Temporal_High_Gamma	Right_Temporal_Low_Alpha	Right_Temporal_Low_Gamma	Right_Temporal_Theta	Temporal_High_Gamma	Temporal_Low_Gamma	Occipital_Low_Gamma	Parietal_High_Gamma	Parietal_Low_Gamma	Right_Lat_Frontal_Beta	Right_Lat_Frontal_Delta	Right_Lat_Frontal_High_Alpha	Right_Lat_Frontal_High_Gamma	Right_Lat_Frontal_Low_Alpha	Right_Lat_Frontal_Low_Gamma	Right_Parietal_Beta	Right_Parietal_Delta	Right_Parietal_High_Alpha	Right_Lat_Frontal_Theta	Left_Temporal_High_Gamma	Left_Temporal_Low_Alpha	Left_Temporal_Low_Gamma	Left_Temporal_Theta
LCC1114_52	1.938613954	1.532549518	1.71433648	1.606184678	1.199021242	0.809315704	1.274032483	1.062398567	1.155462266	1.231007185	0.884101356	1.025480009	1.150272732	1.214067851	0.84074576	1.046219134	1.425258648	1.581226865	1.275703977	1.191721486	1.109293674	0.230608083	1.716444965	0.926501738	0.136072176	1.28060275	0.554256724	1.243652136	0.957826221	1.807286215	0.871744603	-0.461962699	1.282782742	0.118563897	1.383902329	-0.019982443	0.463242095	1.068019236	1.617400567	0.708139479	0.063737751	1.124014047	0.51685203	1.183925886	1.058842338	1.583532241	0.89281499	-0.133634244	1.254986198	0.464023998	1.141916669	1.019906776	1.507832834	0.802257534	-0.128689826	1.20562643	0.394337224	1.168598125	1.071027979	1.555934944	0.876099012	0.059766043	1.215201499	0.500832866	1.165899758	0.053523578	0.495410893	0.566500262	-0.131154999	0.430576854	1.141928763	1.69723811	0.831837786	0.134126839	1.174864684	0.571581506	0.989339936	1.627713926	0.875209306	1.228036275	0.047190075	1.212931236	0.489920373	1.134062349
LCC1116_0	2.194325817	1.858652836	2.058337371	2.091970326	1.448906335	0.846549401	1.843361226	1.374427552	1.955267622	1.793768095	0.939228816	1.017374666	1.730879046	1.562833904	0.903555249	1.403982532	2.054799479	1.872479045	1.142428486	1.066841951	1.332886906	0.480336937	2.089121722	0.956344554	0.441810708	1.654943024	0.956300269	1.908466165	0.977905294	2.15026372	0.739085543	-0.05141997	1.436595476	0.043704866	1.896752372	0.551838797	1.030081579	1.504559951	2.025589355	0.871202771	0.754514096	1.443918713	1.205786833	1.844806312	1.053748986	2.048934715	0.963052919	0.020919092	1.854541185	0.583355726	1.972578302	1.513824372	1.845265016	0.900556498	-0.149612433	1.723085193	0.459131513	1.937238202	1.256596399	1.871640267	0.906533436	0.334181006	1.58042151	0.9120192	1.735582464	0.546300007	1.070864255	0.586190177	-0.056029712	0.525670147	1.471100508	1.981008038	0.911306038	0.614797642	1.465675481	1.116202326	0.977673013	2.131123259	0.914021551	1.780805445	0.688190482	1.544503881	1.186916077	1.726124132
LCC1117_0	1.773626854	1.54017223	1.50904357	1.587209927	1.523653689	0.811529467	1.412697775	0.879893853	1.546215211	1.78345111	1.045137734	0.967052563	1.601405471	1.750068064	1.005019712	1.03872073	1.698462471	1.830457669	1.119591591	1.127590192	0.979286095	0.262132869	1.598684966	0.950747738	0.14485198	1.687118489	0.569718064	1.542231555	0.729039429	1.520081778	0.770146412	-0.545791564	1.49343739	0.150832318	1.338820952	0.006897022	0.521919574	0.974303268	1.582101215	0.796552759	0.204629077	1.529766187	0.661150138	1.517237826	0.940915222	1.542394714	1.001657558	-0.311388798	1.744931023	0.474244271	1.522324196	1.076940843	1.593406082	0.964667635	-0.391051101	1.818831239	0.457639281	1.568860203	0.996809616	1.479489548	1.04193919	0.00902893	1.749006483	0.520965287	1.543634074	0.360971967	0.644276157	0.590332562	-0.349395955	0.466021132	0.901340454	1.407252577	0.862599463	0.065043115	1.546097043	0.552214962	0.991705766	1.627830135	1.084658238	1.359283134	0.552789045	1.751127057	0.740206514	1.652386377
LCC1117_52	1.761430093	1.523658959	1.538269665	1.537657256	1.735280311	1.154936863	1.49556211	1.263040415	1.564725749	1.92907423	1.337913121	1.089558984	1.557720268	1.914236995	1.348722918	1.653832456	1.751090355	2.011829444	1.429739374	1.234036321	1.311910703	0.52359803	1.584634029	1.258061752	0.75343134	1.849825204	0.989487322	1.556603444	1.0161098	1.567864469	1.207112152	-0.405549652	1.808953943	-0.015327318	1.511455249	0.571432274	0.987056042	1.378212024	1.572647646	1.119455777	0.840918827	1.706096931	1.145848593	1.542619245	1.102982994	1.533581665	1.29143465	-0.237563515	1.883222043	0.617898802	1.552419945	1.848304737	1.608690319	1.349277296	-0.349945122	1.970544379	0.568396581	1.576692453	1.292473002	1.417823311	1.348167831	0.978436246	1.895121744	1.002848521	1.458145349	1.408316959	1.384505087	0.684985529	-0.290129317	0.593852612	1.316114408	1.466206596	1.133024882	0.586234108	1.679817873	1.071484445	1.075706767	1.541694956	1.37989481	1.424104258	1.620068107	1.93254625	1.584456992	1.638669076
LCC1119_0	2.046307502	1.587058364	1.711099026	1.721329239	0.976858303	0.491542449	1.147460579	0.891937022	1.185879199	1.16676819	0.717073863	0.917786072	1.109628696	1.100241035	0.641203193	1.053060873	1.456809952	1.449639737	1.004356704	1.083650208	1.031951505	0.190946642	1.781866515	0.690985686	0.354865969	1.143620021	0.667182872	1.223555155	0.69191012	1.720509529	0.490534458	-0.403472086	0.956694685	0.367786937	1.10767374	0.211493703	0.548009568	0.955162988	1.681142783	0.489189381	0.326873117	0.982551524	0.638382586	1.149703437	0.842666553	1.649929734	0.662330448	-0.309206168	1.127139683	0.35239841	1.121772759	1.064701092	1.598692366	0.657881806	-0.128098954	1.203081109	0.527993363	1.241728626	1.041100053	1.575104109	0.623858385	0.236510862	1.054486398	0.674567943	1.073083842	0.367933291	0.692168897	0.593391657	-0.209279635	0.449010707	0.975571419	1.730110041	0.494883095	0.373763534	0.990610255	0.671598646	0.981808193	1.782631017	0.765682842	1.181833792	0.468687559	1.141631386	0.709084221	1.143335647
LCC1119_52	1.840338158	1.456961428	1.513294534	1.531715291	1.132571338	0.811562023	1.099749111	1.181220711	1.183252409	1.392134437	1.028091947	1.011442369	1.121328082	1.312291763	1.020428085	1.308170084	1.441298149	1.60714733	1.223550555	1.158081723	1.268266086	0.273770387	1.599408459	1.009236752	0.607725067	1.363501102	0.871904212	1.20923616	0.845786436	1.649963583	0.811986605	-0.364079433	1.173932976	0.006358373	1.215398106	0.450339248	0.796436985	1.316633605	1.402625872	0.855186225	0.627038381	1.152776098	0.949319326	1.019067114	0.999709093	1.503272795	0.98925091	-0.021748371	1.35979516	0.48635149	1.156812402	1.35769632	1.469332631	0.990286318	-0.157968389	1.422231597	0.477019878	1.208174696	1.252260168	1.444227463	1.048612973	0.690045848	1.308831365	0.88631573	1.113919967	0.75716998	0.954333796	0.520722383	-0.084539315	0.481710747	1.250222433	1.445316328	0.762586219	0.578927568	1.06324345	0.902937224	1.02286697	1.558408995	1.063742622	1.036476794	0.815294887	1.315724806	1.013127469	1.128611948
LCC1120_0	2.030519223	1.708601669	1.884358037	1.873548659	1.234665193	0.750158302	1.641247679	1.362194275	1.703059746	1.456701869	0.83040595	1.074768981	1.486522937	1.191674534	0.669122615	1.166098914	1.782341418	1.671745111	0.97418467	1.083311161	1.312263261	0.785476	1.930074203	0.841486424	0.583946438	1.403015746	0.962216477	1.691821848	0.982912939	2.004178005	0.640345209	0.103399261	1.264033154	0.075674083	1.801307668	0.718196515	1.046630249	1.291758642	1.789808113	0.704271669	0.7397698	1.209595336	0.977295984	1.525077873	1.126882779	1.889937532	0.864585178	-0.041607553	1.477594656	0.667180576	1.731852392	1.135302101	1.689185982	0.655276492	0.046732223	1.434752963	0.66662209	1.67222182	1.194855718	1.727186372	0.682540901	0.556060472	1.17861373	0.928114378	1.459863293	0.517513093	0.891602326	0.603269717	0.004804621	0.666901423	1.600781156	1.827818096	0.871943384	0.950251117	1.228599335	1.250607427	1.015537973	1.856516987	0.793305237	1.538359486	0.475208074	1.204353993	0.851736515	1.511640269
LCC1121_0	2.009153298	1.770813956	1.826671351	1.875381024	1.150876171	0.738646451	1.387864414	1.658334675	1.646409331	1.543575515	0.797710948	1.027240119	1.448617761	1.416112536	0.850090245	1.502978846	1.744358446	1.539605323	0.769442233	0.99562023	1.433007339	0.178416269	1.841794722	0.761749189	0.717265592	1.367549729	1.025745437	1.515001388	0.878124715	1.919733205	0.699253047	-0.257757812	1.119118274	0.049152861	1.436190006	0.966776614	1.296016908	1.61203991	1.725945159	0.661670009	0.944658512	1.084711323	1.245364533	1.328439959	1.027570922	1.779244351	0.81280791	-0.322158226	1.574737303	0.237869662	1.542459606	1.445736098	1.809656946	0.819568994	-0.390300532	1.51000375	0.263768501	1.730221112	1.553547763	1.728152567	0.878606655	0.914830734	1.406316022	1.213777225	1.414830983	0.853796273	1.145748591	0.317254213	-0.354894277	0.25101211	1.945068215	1.8125583	0.835257469	1.265634835	1.234317183	1.604327038	1.026909064	1.954045944	0.782070226	1.392263407	0.782759356	1.425692933	1.065048221	1.479964702
LCC1122_0	2.468652476	1.883637829	1.877306576	2.058384081	1.306005445	0.649818993	1.501244439	0.849396958	1.770615917	1.566086106	0.895316329	1.077610698	1.608728078	1.46546661	0.793076599	1.020919971	2.152689893	1.914298303	1.274583537	1.286703737	1.086583307	0.278149648	2.069802336	0.861381982	0.414158268	1.521319871	0.741351449	1.721886427	0.791884471	1.767169494	0.606887682	-0.263290356	1.189034664	0.355361148	1.434951359	0.085300013	0.438575593	0.909568424	1.906298816	0.686287691	0.117464057	1.314669848	0.528527718	1.516934114	0.970938702	2.07086655	0.895236231	-0.02804549	1.569122165	0.589739197	1.761099151	0.960356554	1.888770651	0.81497919	0.037996183	1.563028674	0.687362447	1.779928606	1.074062051	1.878443617	0.770010464	0.408332305	1.536260563	0.733148422	1.683790248	0.382111807	0.666819842	0.792287642	0.00622948	0.641288107	0.838591484	1.939874303	0.652643728	0.254089769	1.390925431	0.471481938	1.163180121	2.045532199	0.895396412	1.544519717	0.354205951	1.380841432	0.588502613	1.517924343
LCC1122_52	2.106329761	1.714633088	1.803157319	1.699767941	1.238898038	0.859097313	1.405574758	1.171336564	1.375817281	1.359156732	1.04203356	0.874169596	1.400948354	1.343624325	0.96538252	0.974979526	1.676296468	1.526876974	1.025146938	0.962530881	1.061893046	0.248715652	1.838524279	0.948982356	0.236192169	1.339747578	0.553065264	1.457584767	0.88979369	1.777393613	0.811952562	-0.331852822	1.232547464	-0.042511648	1.421207841	0.366274515	0.691628151	1.382484093	1.779335182	0.913026358	0.627697398	1.256670089	0.925443491	1.383157808	0.869480801	1.695936432	1.090105775	-0.400989514	1.402104755	0.218520115	1.38350615	0.975184841	1.699006978	0.974286446	-0.412016835	1.311490677	0.217974936	1.36798983	0.974774113	1.729716435	0.956292217	0.154152808	1.335060825	0.471721132	1.432105105	0.244940751	0.459449374	0.329888449	-0.406468176	0.218247611	1.101241943	1.848860835	0.846162167	0.354806283	1.226897427	0.658295416	0.87880831	1.703565943	0.987970174	1.411465005	0.31999214	1.352022228	0.446820748	1.367382435
LCC1123_0	1.941729957	1.797346381	1.852695484	1.747960314	1.004523789	0.527271136	1.354044621	1.163041428	1.360194032	1.173045303	0.519811147	0.996314629	1.408619673	1.164857877	0.593787403	1.289241895	1.395084322	1.235158279	0.779399453	1.128920842	1.273538729	0.37502679	1.875499427	0.673153272	0.446367338	1.142493378	0.850049708	1.391760777	0.855184772	1.622058988	0.341382783	-0.154422967	0.870139582	0.417976643	1.172460554	0.35133675	0.764568425	1.080268998	1.887737151	0.472716377	0.346291981	1.015897587	0.711917758	1.397201136	0.96394819	1.756315043	0.486467725	-0.096512455	1.176989864	0.417083397	1.374559756	1.211870398	1.814444804	0.589080153	-0.09088505	1.169064586	0.459034202	1.34533681	1.354891374	1.779547095	0.59844418	0.688796323	1.104178667	1.048595675	1.360990916	0.58761961	0.945374258	0.681519387	-0.093689638	0.438565134	1.388693647	1.975889568	0.693479597	0.581654658	1.097805554	0.996639515	1.026435312	1.739441704	0.550776116	1.446496965	0.455475214	1.218089057	0.809708311	1.451537419
LCC1123_52	1.949998933	1.621489024	1.772063555	1.736697004	1.42246382	0.887461997	1.425249803	1.282553526	1.51518239	1.694892308	1.018540908	1.051647502	1.417145493	1.58256016	0.946599168	1.415859161	1.515064548	1.54122571	1.054207697	1.167812388	1.33273965	0.659189757	1.798014126	0.968450413	0.461929617	1.547174198	0.861384588	1.472347479	1.216096723	1.86446038	0.935365004	-0.030342508	1.517302272	0.37513852	1.559328477	0.389245645	0.850031562	1.180348492	1.692690953	0.849259592	0.340403349	1.333950577	0.804027125	1.312286741	1.084556213	1.788625684	1.059160372	-0.188214442	1.740028449	0.408824839	1.560426326	1.516382528	1.658255579	0.949764712	-0.232308017	1.644515224	0.334854376	1.464670957	1.284830548	1.58131958	0.943410381	0.304778169	1.580432868	0.820509357	1.37316088	0.48361615	0.969229691	0.588681053	-0.209701871	0.373412569	1.413396604	1.740526189	0.873154526	0.626241134	1.395744258	1.013225047	1.016039169	1.677705099	0.973726601	1.363438992	0.609921761	1.584677084	1.079807669	1.45708224
LCC1124_0	1.89042064	1.606908608	1.617238231	1.688522049	0.866721321	0.341698286	1.137087949	0.721561709	1.29874572	1.096756279	0.592074834	0.857827336	1.310101967	1.112596786	0.494397658	0.917359166	1.367347484	1.20553745	0.859154363	1.017090418	0.923014078	0.010795692	1.808134275	0.586053555	0.30101988	1.100193329	0.638523867	1.338112478	0.416904003	1.612698316	0.166856508	-0.484125969	0.74979008	0.243168126	1.083176776	0.107485985	0.44000813	0.77644114	1.692935405	0.399923926	0.186083084	0.938453025	0.567114459	1.206414536	0.878314608	1.761730172	0.633615915	-0.139224548	1.130209784	0.512632504	1.348389943	0.768268093	1.571234629	0.408857839	-0.059386488	1.06050918	0.595310461	1.242685349	1.028141074	1.639873375	0.565829954	0.589275694	1.180997043	0.785583543	1.361281521	0.416715874	0.676991018	0.580412225	-0.097473477	0.555935975	0.858112141	1.531045425	0.416492889	0.296562209	0.890570921	0.549851722	0.836325548	1.600420453	0.546135901	1.111904546	0.126111105	1.031372479	0.531854717	1.252075262
LCC1125_0	2.066546168	1.769017023	1.803912855	1.895484633	1.295272933	0.756063727	1.38560303	0.95799014	1.499245695	1.543552279	1.043398681	1.219970291	1.448121378	1.344286719	0.850052943	1.300681163	1.59273065	1.527692626	1.027431271	1.146142215	1.324986415	0.304412913	1.894278657	0.923036359	0.358520516	1.401081425	0.853042679	1.46844506	0.873819657	1.730090504	0.781985117	-0.274558467	1.336469526	0.096090411	1.340502747	0.127293693	0.512365704	0.990847218	1.848977543	0.702657352	0.242979299	1.238466645	0.587375347	1.419857166	1.146487718	1.869084233	1.000263143	-0.007456245	1.484172925	0.597424886	1.432686961	1.308870144	1.74189251	0.824309881	0.021351073	1.595780839	0.706860448	1.556946372	1.2923348	1.794546562	0.874355084	0.277050503	1.369356314	0.788339113	1.476588029	0.447501379	0.841844828	0.601495921	0.007186223	0.655580597	0.998431717	1.823851309	0.778990371	0.240689281	1.305192916	0.588628467	1.282800327	1.920371728	1.082634295	1.392740345	0.569592213	1.31768085	0.889475735	1.417657126
LCC1126_0	1.890567019	1.537356776	1.574950802	1.685582974	1.037493794	0.567538465	1.150177317	0.963745951	1.295222552	1.266529271	0.858114357	1.063576845	1.11372382	1.107475774	0.63260865	1.055696568	1.5339008	1.362979773	0.806383967	1.181006902	1.096343842	0.436637769	1.714510129	0.718381326	0.616884411	1.161422601	0.825714686	1.283804677	0.816131969	1.554245187	0.527285123	-0.205429693	1.013156511	1.01698652	1.131505429	0.181604997	0.666908031	0.988652407	1.668184311	0.610877914	0.359915116	1.120189997	0.714883562	1.194753316	1.124039257	1.775923556	0.947418651	-0.025727244	1.354308321	0.715145105	1.341968755	0.972309401	1.61121454	0.590954144	-0.12080388	1.156394727	0.739689264	1.242830966	1.125622843	1.448311598	0.670615275	0.262192249	1.161152037	0.929535533	1.128549431	0.14825203	0.815642989	0.974460505	-0.070668945	0.72759055	1.053343225	1.481875421	0.560347756	0.215890607	0.964219848	0.779084673	0.993314088	1.571377169	0.745563107	1.120519558	-0.006644111	1.046217317	0.660835372	1.098374162
LCC1126_52	2.004731929	1.719047488	1.734949845	1.740129835	1.319461609	0.898593511	1.348830403	1.076935153	1.347025064	1.374037168	0.964996698	1.100442293	1.371923099	1.470622701	1.097373683	1.180276842	1.480615807	1.475133235	1.122798192	1.11552791	1.194452361	0.545694831	1.797795303	0.989662713	0.703911454	1.386422978	0.926161955	1.38203931	0.928742093	1.725927913	0.832310905	-0.11001158	1.28162117	0.753609005	1.364952825	0.299855913	0.776409794	1.094816837	1.723823737	0.966961557	0.320964546	1.35886744	0.824322669	1.308160759	1.198992924	1.752182716	0.977743969	0.2532632	1.396059375	0.789816723	1.374593031	1.200866543	1.702078429	1.052636652	-0.124260673	1.350838329	0.585967635	1.317587822	1.1586622	1.735378376	1.13792966	0.300056265	1.486369556	0.842899615	1.355257557	0.450433561	0.899954426	0.808751412	0.10429301	0.699744303	1.172825661	1.754420455	0.885837057	0.493267481	1.314422345	0.888842425	0.972755346	1.727732881	0.951863929	1.370669992	0.561920889	1.454283338	0.950376664	1.387972684
LCC1127_0	1.87236028	1.41970531	1.49878889	1.544513231	0.882669	0.322563953	1.114453665	0.643249152	1.229470307	1.073064849	0.426513296	0.639070752	1.132246352	0.914008159	0.33133275	0.686007512	1.475334246	1.367688984	0.734618558	0.809448385	0.684273292	0.009643826	1.577791922	0.424670446	-0.16251754	1.041248634	0.369707747	1.230366266	0.462499254	1.423918088	0.222247951	-0.731611924	0.832045908	-0.166441652	1.032186749	-0.08878489	0.49279355	0.702806569	1.550088608	0.395213166	0.083322887	0.956459096	0.617134657	1.185240082	0.614390329	1.551780964	0.424055015	-0.162616594	1.098517216	0.437371258	1.248029875	0.610309581	1.439925913	0.32338318	-0.584791605	1.046027439	0.169941511	1.210082051	0.750449002	1.398497071	0.33913942	0.096166818	0.875805443	0.48469914	1.080010822	-0.060155655	0.402316848	0.283757282	-0.324305949	0.323923879	0.720057834	1.512877926	0.332933097	0.020488222	0.848731409	0.619821179	0.662423715	1.537121803	0.428957742	1.112512186	-0.306765448	0.949120395	0.300560588	1.178868309
LCC1128_0	1.927904339	1.62664635	1.681059192	1.69809809	0.973455416	0.40208763	1.319947287	0.853840911	1.45025965	1.165317479	0.476583128	0.857232892	1.354755	1.069962471	0.419721187	0.958898025	1.563693099	1.500073136	0.728633023	1.039186548	0.920110002	0.129001694	1.722748988	0.476521303	-0.096244475	1.13539108	0.488640262	1.390534677	0.610212276	1.694524456	0.340957593	-0.645229607	0.928417616	-0.004021673	1.325463446	-0.125978517	0.45050101	0.919831195	1.641892608	0.435875494	-0.076328052	0.985771912	0.505927159	1.324072873	0.881334504	1.731531441	0.52366428	-0.538526541	1.205121323	0.368569016	1.482968147	0.890549286	1.629508024	0.412246515	-0.502203828	1.121494045	0.368165265	1.414885629	1.017938472	1.623765694	0.427069385	0.082929601	1.042827038	0.637373433	1.315294881	0.022845572	0.57092608	0.583004469	-0.519985559	0.368367188	0.956016566	1.704207386	0.423439811	0.071679045	1.002734294	0.592544388	0.831714739	1.661874652	0.423770336	1.310140816	-0.046906429	1.095501683	0.492443081	1.390926493
LCC1129_0	1.960592993	1.596558151	1.76971836	1.737293204	1.475661515	0.628275918	1.637844481	0.993749459	1.800311437	1.731987962	0.915920253	1.127873955	1.615448664	1.619855607	0.782709709	1.10875883	1.889345248	1.869416636	1.013854572	1.116806857	1.149566848	0.589058778	1.822337717	0.836058363	0.409672734	1.659221687	0.941962823	1.751736265	0.841961959	1.74353397	0.578738412	-0.180691678	1.468982037	0.431314186	1.674744448	0.180324874	0.767371264	1.092592749	1.801028357	0.668940556	0.382133278	1.45731742	0.933640685	1.591021496	1.115735115	1.730694895	0.892227467	0.423227644	1.734305343	1.101320245	1.808430835	1.068273842	1.601182812	0.740111649	0.238128392	1.729658149	0.929749049	1.792037345	1.145789526	1.591883713	0.8215002	0.480145815	1.633673601	0.822571061	1.610751805	0.531907321	0.836930358	1.011211452	0.34046559	1.023952674	1.010525997	1.762604838	0.632443291	0.168436941	1.499581002	0.70702879	1.139682711	1.743792763	0.938387081	1.643679395	0.578151384	1.605583475	0.850830042	1.620095269
LCC1131_0	2.021460285	1.654243477	1.807910567	1.732143718	1.215466457	0.782238858	1.407491119	1.163832921	1.42272736	1.271773677	0.749463907	0.89714338	1.287620292	1.230895054	0.757805734	1.077587575	1.693098883	1.490294469	0.914752153	1.028333893	1.125928826	0.28415138	1.850882367	0.8024282	0.375171331	1.296212088	0.691242918	1.476626698	0.772069319	1.688945465	0.618709144	-0.192830365	1.09210413	0.156886817	1.361672934	0.421587063	0.767919178	1.275225937	1.842025953	0.76949306	0.605908643	1.216790963	0.935377765	1.398686765	0.881642602	1.724424876	0.743431102	-0.209138213	1.276657562	0.276166479	1.414115243	1.023905478	1.669611602	0.701981708	-0.218010086	1.266834245	0.315480559	1.431172013	1.12535817	1.638311515	0.807264583	0.299349733	1.253501107	0.67436012	1.275576276	0.316459015	0.6468225	0.433155952	-0.213551495	0.296268226	1.27840467	1.871578363	0.910214896	0.510897058	1.310363023	0.847552958	0.912109918	1.739727762	0.755414057	1.456784529	0.332919736	1.207047378	0.617419858	1.299339291
LCC1131_52	1.82532148	1.442418162	1.638118139	1.559168854	1.262616248	0.872550726	1.248308749	1.027530585	1.2619002	1.364327113	0.956215928	0.968440317	1.154480402	1.295133338	0.940769884	1.035908259	1.463992409	1.504050904	1.090224348	1.112802525	1.034645637	0.111779676	1.632694399	0.941589777	0.16187258	1.335895685	0.457393097	1.27577971	0.887701561	1.630032835	0.881013656	-0.440586255	1.308858087	-0.004185856	1.288425063	0.15432786	0.493655921	1.081285012	1.706198177	0.815001521	0.288899365	1.202868963	0.622039229	1.241570081	0.979976173	1.538002855	0.937692684	-0.354796332	1.352971986	0.221060207	1.250811032	1.074922266	1.472290053	0.933285457	-0.394567857	1.375392896	0.195333811	1.272713256	0.993040461	1.410338838	0.94812751	0.089616086	1.299488714	0.369661047	1.147510502	0.217937299	0.514435012	0.432873912	-0.374226983	0.208387476	1.085773804	1.566887655	0.915688844	0.295029135	1.269586241	0.587419685	0.956589661	1.579351056	0.973981344	1.211446866	0.316864224	1.29073384	0.622825393	1.161340208
LCC1132_0	1.87592148	1.600277876	1.593021037	1.699813199	0.935804595	0.485132367	1.206149292	1.141455914	1.352119049	1.11404364	0.521414457	0.885403057	1.279105892	1.054622516	0.45258118	1.002858049	1.484154251	1.254824809	0.646008631	0.939787892	1.070999933	0.109314656	1.696826602	0.530613385	0.370142545	1.070617188	0.642716225	1.313479179	0.646341484	1.633197407	0.313494919	-0.609937269	0.878995901	-0.266756203	1.196604953	0.467670852	0.737236473	1.23719166	1.559409505	0.525374107	0.718137741	0.996316882	0.887913872	1.246413292	0.916550236	1.732540291	0.530651149	-0.157901018	1.138954976	0.407195934	1.398232307	1.045379163	1.62547689	0.45567448	-0.48423632	1.087615958	0.337246599	1.300521407	0.955717374	1.57352619	0.449465689	0.366019095	1.029281402	0.558556725	1.22681946	0.454102195	0.625121542	0.40107726	-0.291112102	0.373628039	1.297874821	1.583160352	0.574815901	0.523114966	0.923963858	0.867476995	0.851848248	1.664417425	0.51197704	1.172099422	0.527297561	1.078566143	0.682826788	1.325768384
LCC1132_52	1.724199182	1.48579038	1.535320606	1.535809715	1.113164938	0.621082044	1.208793529	1.021949256	1.244497966	1.185796307	0.712661422	0.985233539	1.2146018	1.159179827	0.690367914	1.063926604	1.374398821	1.288814307	0.815928082	1.027239739	1.091936412	0.285881442	1.579797584	0.712288928	0.382683374	1.172478252	0.584092319	1.25771673	0.904206848	1.612494153	0.65404922	-0.246930182	1.192972806	0.006031673	1.303504006	0.263626698	0.544509423	0.941003718	1.461917393	0.529241957	0.300224583	0.991755461	0.517105094	1.104244454	1.013235645	1.529973866	0.714751907	0.015193994	1.175359359	0.4241027	1.250870434	0.987789168	1.433736127	0.573625633	-0.27336182	1.195988309	0.30555999	1.238030601	1.128686109	1.532267909	0.782284759	0.262612604	1.229315676	0.543121355	1.256399246	0.28794681	0.528481257	0.443504118	-0.105546745	0.36886345	1.170401981	1.518062183	0.667085646	0.468680534	1.131094207	0.723449395	0.955300733	1.541568182	0.710560826	1.195683183	0.311884271	1.075494187	0.513330372	1.168349088
LCC1134_0	2.091915257	1.900193635	1.799794025	1.857116187	0.890178197	0.597990822	1.261074192	1.086658778	1.562062471	1.146132398	0.590929062	0.893774861	1.378970608	1.03019805	0.665433011	1.240042389	1.679704397	1.471286418	0.896892755	0.996447437	1.151334539	0.44548856	1.938358602	0.754156539	0.520463289	1.161320004	0.929891806	1.510341534	0.621717576	1.7069222	0.305183859	-0.014207579	0.808070992	0.279361542	1.206310924	0.508203513	0.948870146	1.248738393	1.755657135	0.653974976	0.672587871	0.836840016	1.112862786	1.168835889	0.859584089	1.849496216	0.58929183	-0.048001859	1.125279665	0.56143798	1.501741722	1.218803599	1.904301175	0.609181506	-0.05183527	1.166029588	0.558031494	1.615017689	1.260290761	1.896046875	0.715227017	0.621966241	1.041463863	1.048444666	1.365603542	0.602958568	1.03391575	0.658398242	-0.049914335	0.559738077	1.167576607	1.910101521	0.729242686	0.601474875	1.000038603	1.037868793	0.92546923	1.864604763	0.592560144	1.378285372	0.583080762	1.018632195	1.01888391	1.391938508
